Textbox201,Textbox215,Textbox219,Textbox223,Textbox199,Textbox217,Textbox203,Textbox209,Textbox221,,,,,,,,,,,,,,
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685174,11,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Estados Financieros Auditados,,,31-Mar-26,31-Mar-26,,-57
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685173,11,35012,GRC/OC-20328-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,6-Jun-25,12-Jun-25,31-Mar-25,31-Mar-25,-73,-422
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685181,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Apr-27,15-Apr-27,,323
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685177,4.3,35012,GRC/OC-20328-CR,CID/CCR,FULFILLED,Financial,Contingent: Ingresos brutos anuales,6-Jun-25,12-Jun-25,15-Apr-25,15-Apr-25,-58,-407
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685185,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Apr-29,15-Apr-29,,1054
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685178,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Oct-25,15-Oct-25,,-224
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685179,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Apr-26,15-Apr-26,,-42
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685184,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Oct-28,15-Oct-28,,872
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685180,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Oct-26,15-Oct-26,,141
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685182,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Oct-27,15-Oct-27,,506
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685175,4.3,35012,GRC/OC-20328-CR,CID/CCR,FULFILLED,Financial,Contingent: Ingresos brutos anuales,6-Jun-25,12-Jun-25,15-Apr-24,15-Apr-24,-423,-772
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685183,4.3,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Contingent: Ingresos brutos anuales,,,15-Apr-28,15-Apr-28,,689
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685176,4.3,35012,GRC/OC-20328-CR,CID/CCR,FULFILLED,Financial,Contingent: Ingresos brutos anuales,6-Jun-25,12-Jun-25,15-Oct-24,15-Oct-24,-240,-589
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685167,4a.,35012,GRC/OC-20328-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condiciones previas al primer desembolso,25-Mar-24,2-Apr-24,12-Apr-24,12-Apr-24,10,-775
MIF,MIF/MIF,CR-G1011,Rethinking Packaging: Disrupting the food industry with circular solutions,IGR,,SMP,DI,"ERNEST MONDOL, WILLIAM",685166,V.,35012,GRC/OC-20328-CR,CID/CCR,TRACK,Financial,Last Disbursement / Plazo último desembolso,,,12-Apr-26,12-Apr-26,,-45
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693702,11,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,Audited Financial Statements,,,31-Mar-26,31-Mar-26,,-57
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693703,11,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,Audited Financial Statements,,,31-Mar-27,31-Mar-27,,308
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693711,4.2,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,"CONTINGENT: [Gross Income] Accumulated Gross Income of the last 12 calendar months, in the income statement of the financial statements in the equivalent of US dollars.",,,15-May-28,15-May-28,,719
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693710,4.2,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,"CONTINGENT: [Gross Income] Accumulated Gross Income of the last 12 calendar months, in the income statement of the financial statements in the equivalent of US dollars.",,,15-May-27,15-May-27,,353
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693709,4.2,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,"CONTINGENT: [Gross Income] Accumulated Gross Income of the last 12 calendar months, in the income statement of the financial statements in the equivalent of US dollars.",,,15-May-26,15-May-26,,-12
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693712,4.2,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,"CONTINGENT: [Gross Income] Accumulated Gross Income of the last 12 calendar months, in the income statement of the financial statements in the equivalent of US dollars.",,,15-May-29,15-May-29,,1084
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693714,4.2,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,"CONTINGENT: [Gross Income] Accumulated Gross Income of the last 12 calendar months, in the income statement of the financial statements in the equivalent of US dollars.",,,15-May-31,15-May-31,,1814
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693715,4.2,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,"CONTINGENT: [Gross Income] Accumulated Gross Income of the last 12 calendar months, in the income statement of the financial statements in the equivalent of US dollars.",,,15-May-32,15-May-32,,2180
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693713,4.2,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,"CONTINGENT: [Gross Income] Accumulated Gross Income of the last 12 calendar months, in the income statement of the financial statements in the equivalent of US dollars.",,,15-May-30,15-May-30,,1449
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693700,4.a.,36066,GRC/ME-21185-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Prior Conditions for first disbursement,14-Nov-24,15-Nov-24,6-May-25,6-May-25,172,-386
MIF,MIF/MIF,CR-G1012,Carbon Positive: Transforming Agricultural Value Chains into Carbon Sinks,IGR,,MIF,DI,"ERNEST MONDOL, WILLIAM",693699,V.,36066,GRC/ME-21185-CR,CID/CCR,TRACK,Financial,Last Disbursement / Plazo último desembolso,,,6-Nov-27,6-Nov-27,,528
MIF,MIF/MIF,CR-T1305,Pathways for Longevity: Silver Economy solutions towards a result-based financing strategy,TCP,,MIF,DI,"ERNEST MONDOL, WILLIAM",702931,4.a,37005,ATN/JF-21970-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condiciones previas primer desembolso,11-May-26,11-May-26,21-May-26,21-May-26,10,-6
MIF,MIF/MIF,CR-T1305,Pathways for Longevity: Silver Economy solutions towards a result-based financing strategy,TCP,,MIF,DI,"ERNEST MONDOL, WILLIAM",702923,V,37005,ATN/JF-21970-CR,CID/CCR,TRACK,Financial,Last Disbursement / Plazo último desembolso,,,21-May-29,21-May-29,,1090
PTI,PTI/ARD,CR-T1259,Implementation Support to the Program Toward a Green Economy (CR-L1147),TCP,,,DI,"LE POMMELLEC, MARION",678056,Eligibility Condition,34375,ATN/OC-19776-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,20-Dec-22,20-Dec-22,7-Mar-23,7-Mar-23,77,-1177
PTI,PTI/ARD,CR-T1259,Implementation Support to the Program Toward a Green Economy (CR-L1147),TCP,,,DI,"LE POMMELLEC, MARION",678054,Final Disbursement,34375,ATN/OC-19776-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,7-Dec-25,7-Dec-26,,194
PTI,PTI/ARD,CR-T1270,Support for the Design and Implementation of the Sustainable Agro-landscapes Initiative for Carbon Neutrality in the Agricultural and Forestry Sector in Costa Rica,TCP,,,DI,"LE POMMELLEC, MARION",684852,Eligibility Condition,35055,ATN/AC-20354-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,13-Oct-23,13-Oct-23,26-Dec-23,26-Dec-23,74,-883
PTI,PTI/ARD,CR-T1270,Support for the Design and Implementation of the Sustainable Agro-landscapes Initiative for Carbon Neutrality in the Agricultural and Forestry Sector in Costa Rica,TCP,,,DI,"LE POMMELLEC, MARION",684853,Eligibility Condition,35053,ATN/AG-20353-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,11-Oct-23,12-Oct-23,26-Dec-23,26-Dec-23,75,-883
PTI,PTI/ARD,CR-T1270,Support for the Design and Implementation of the Sustainable Agro-landscapes Initiative for Carbon Neutrality in the Agricultural and Forestry Sector in Costa Rica,TCP,,,DI,"LE POMMELLEC, MARION",684850,Final Disbursement,35055,ATN/AC-20354-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,26-Sep-25,26-Sep-26,,122
PTI,PTI/ARD,CR-T1270,Support for the Design and Implementation of the Sustainable Agro-landscapes Initiative for Carbon Neutrality in the Agricultural and Forestry Sector in Costa Rica,TCP,,,DI,"LE POMMELLEC, MARION",684851,Final Disbursement,35053,ATN/AG-20353-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,26-Sep-25,26-Sep-26,,122
PTI,PTI/CTI,CR-T1275,Promotion of Technology Guarantee and Technology Appraisals for SMEs with Innovative and Technological Potential,TCP,,,DI,"CRESPI, GUSTAVO ATILIO",693423,Eligibility Condition,36023,ATN/KR-21144-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,24-Oct-24,24-Oct-24,1-Jan-25,1-Jan-25,69,-511
PTI,PTI/CTI,CR-T1275,Promotion of Technology Guarantee and Technology Appraisals for SMEs with Innovative and Technological Potential,TCP,,,DI,"CRESPI, GUSTAVO ATILIO",693419,Final Disbursement,36023,ATN/KR-21144-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,1-Oct-27,1-Oct-27,,492
PTI,PTI/CTI,CR-T1282,Support for the National Statistical System in Capacity Development for the Dissemination of Business Statistics Results and Access to Microdata for Research Purposes,TCP,,,DI,"CRESPI, GUSTAVO ATILIO",692241,Eligibility Condition,35891,ATN/OC-21034-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,12-Sep-24,18-Sep-24,16-Nov-24,16-Nov-24,59,-557
PTI,PTI/CTI,CR-T1282,Support for the National Statistical System in Capacity Development for the Dissemination of Business Statistics Results and Access to Microdata for Research Purposes,TCP,,,DI,"CRESPI, GUSTAVO ATILIO",692240,Final Disbursement,35891,ATN/OC-21034-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,16-Aug-27,16-Aug-27,,446
PTI,PTI/CTI,CR-T1299,Strengthening the Institutional Capacities of the Costa Rican Innovation and Research Promoter (PCII),TCP,,,DI,"CRESPI, GUSTAVO ATILIO",699837,Eligibility Condition,36704,ATN/OC-21705-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,7-Jul-25,7-Jul-25,3-Oct-25,3-Oct-25,88,-236
PTI,PTI/TIN,CR-T1271,Accelerating the digital transformation of airports in Costa Rica,TCP,,,DI,"LUCENTI, KRISTA",686210,Eligibility Condition,35233,ATN/KK-20487-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,7-Dec-23,7-Dec-23,1-Mar-24,1-Mar-24,85,-817
PTI,PTI/TIN,CR-T1271,Accelerating the digital transformation of airports in Costa Rica,TCP,,,DI,"LUCENTI, KRISTA",686205,Final Disbursement,35233,ATN/KK-20487-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,1-Dec-25,1-Dec-26,,188
PTI,PTI/TIN,CR-T1288,Support for the implementation of the Roadmap for Strengthening the Semiconductor Ecosystem in Costa Rica,TCP,,,DI,"MENDEZ MEJIA, ERICK DANIEL",700038,Eligibility Condition,36725,ATN/OC-21728-CR,PTI/TIN,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,16-Jul-25,16-Jul-25,11-Oct-25,11-Oct-25,87,-228
PTI,PTI/TIN,CR-T1288,Support for the implementation of the Roadmap for Strengthening the Semiconductor Ecosystem in Costa Rica,TCP,,,DI,"MENDEZ MEJIA, ERICK DANIEL",700037,Final Disbursement,36725,ATN/OC-21728-CR,PTI/TIN,TRACK,Financial,Final Disbursement Clause.,,,11-Jul-28,11-Jul-28,,776
PTI,PTI/TIN,CR-T1309,The effects of physical and digital infrastructure and trade facilitation interventions at borders,TCP,,,DI,"CORCUERA-SANTAMARIA, SANDRA",702620,Eligibility Condition,37168,ATN/OC-22103-CR,PTI/TIN,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,12-Nov-25,12-Nov-25,7-Feb-26,7-Feb-26,87,-109
PTI,PTI/TIN,CR-T1309,The effects of physical and digital infrastructure and trade facilitation interventions at borders,TCP,,,DI,"CORCUERA-SANTAMARIA, SANDRA",702615,Final Disbursement,37168,ATN/OC-22103-CR,PTI/TIN,TRACK,Financial,Final Disbursement Clause.,,,7-Nov-27,7-Nov-27,,529
PTI,PTI/TIN,CR-T1310,Operational support for the completion of the Border Integration Program,TCP,,,DI,"MENDEZ MEJIA, ERICK DANIEL",706290,Eligibility Condition,37486,ATN/OC-22342-CR,PTI/TIN,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,20-Apr-26,20-Apr-26,13-Jul-26,13-Jul-26,84,47
PTI,PTI/TIN,CR-T1310,Operational support for the completion of the Border Integration Program,TCP,,,DI,"MENDEZ MEJIA, ERICK DANIEL",706289,Final Disbursement,37486,ATN/OC-22342-CR,PTI/TIN,TRACK,Financial,Final Disbursement Clause.,,,13-Apr-28,13-Apr-28,,687
SCL,SCL/EDU,CR-T1244,Evaluation of a New Model of Hybrid Learning and Skill Certification for Technical Education,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",667964,Eligibility Condition,33225,ATN/OC-18831-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,29-Sep-21,30-Sep-21,20-Dec-21,20-Dec-21,81,-1619
SCL,SCL/EDU,CR-T1244,Evaluation of a New Model of Hybrid Learning and Skill Certification for Technical Education,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",667965,Final Disbursement,33225,ATN/OC-18831-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,21-Sep-24,21-Sep-26,,117
SCL,SCL/EDU,CR-T1263,Innovation for the development of XXI century skills in Costa Rica: digital skills with gender focus,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",682348,Eligibility Condition,34697,ATN/KK-20046-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,6-Jun-23,8-Jun-23,31-Aug-23,31-Aug-23,84,-1000
SCL,SCL/EDU,CR-T1263,Innovation for the development of XXI century skills in Costa Rica: digital skills with gender focus,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",682354,Final Disbursement,34697,ATN/KK-20046-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,31-May-26,31-May-27,,369
SCL,SCL/EDU,CR-T1278,Operational and technical support for the start-up and execution of Programs to Improve the Quality and Efficiency of the Costa Rican Educational System,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",692803,Eligibility Condition,35960,ATN/OC-21095-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,24-Sep-24,24-Sep-24,9-Dec-24,9-Dec-24,76,-534
SCL,SCL/EDU,CR-T1278,Operational and technical support for the start-up and execution of Programs to Improve the Quality and Efficiency of the Costa Rican Educational System,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",692800,Final Disbursement,35960,ATN/OC-21095-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,9-Sep-26,9-Sep-26,,105
SCL,SCL/EDU,CR-T1292,Promoting efficiency in the management of educational resources,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",699985,Eligibility Condition,36713,ATN/OC-21719-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,14-Jul-25,14-Jul-25,10-Oct-25,10-Oct-25,88,-229
SCL,SCL/EDU,CR-T1292,Promoting efficiency in the management of educational resources,TCP,,,DI,"CASTRO DE SOUZA MAROTTA, LUANA",699981,Final Disbursement,36713,ATN/OC-21719-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,10-Jul-27,10-Jul-27,,409
SCL,SCL/GDI,CR-T1281,Support for the Implementation of Costa Rica's Gender Route,TCP,,,DI,"US ALVAREZ, HUGO AMADOR",690636,Eligibility Condition,35607,ATN/OC-20796-CR,SCL/GDI,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,31-May-24,4-Jun-24,23-Aug-24,23-Aug-24,80,-642
SCL,SCL/GDI,CR-T1281,Support for the Implementation of Costa Rica's Gender Route,TCP,,,DI,"US ALVAREZ, HUGO AMADOR",690634,Final Disbursement,35607,ATN/OC-20796-CR,SCL/GDI,TRACK,Financial,Final Disbursement Clause.,,,23-Nov-26,23-Nov-26,,180
SCL,SCL/HNP,CR-T1209,Costa Rica - Regional Malaria Elimination Intitative (RMEI) in Mesoamerica and Dominican Republic,TCP,,,DI,"IRIARTE CARCAMO, EMMA MARGARITA",649046,Eligibility Condition,31351,ATN/MM-17461-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,30-Jul-19,30-Jul-19,16-Oct-19,16-Oct-19,78,-2415
SCL,SCL/HNP,CR-T1209,Costa Rica - Regional Malaria Elimination Intitative (RMEI) in Mesoamerica and Dominican Republic,TCP,,,DI,"IRIARTE CARCAMO, EMMA MARGARITA",649038,Eligibility Condition,31352,ATN/MM-17462-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,30-Jul-19,30-Jul-19,16-Oct-19,16-Oct-19,78,-2415
SCL,SCL/HNP,CR-T1209,Costa Rica - Regional Malaria Elimination Intitative (RMEI) in Mesoamerica and Dominican Republic,TCP,,,DI,"IRIARTE CARCAMO, EMMA MARGARITA",649033,Final Disbursement,31352,ATN/MM-17462-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,31-Dec-22,31-Dec-27,,583
SCL,SCL/HNP,CR-T1209,Costa Rica - Regional Malaria Elimination Intitative (RMEI) in Mesoamerica and Dominican Republic,TCP,,,DI,"IRIARTE CARCAMO, EMMA MARGARITA",649044,Final Disbursement,31351,ATN/MM-17461-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,31-Dec-22,31-Aug-27,,461
SCL,SCL/SPL,CR-T1269,Strengthening of the EMPLEATE program through results-based financing mechanisms,TCP,,,DI,"SILVA PORTO DIAZ, MARIA TERESA",681309,Eligibility Condition,34577,ATN/OC-19938-CR,SCL/SPL,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,19-Apr-23,19-Apr-23,14-Jul-23,14-Jul-23,86,-1048
SCL,SCL/SPL,CR-T1269,Strengthening of the EMPLEATE program through results-based financing mechanisms,TCP,,,DI,"SILVA PORTO DIAZ, MARIA TERESA",681288,Final Disbursement,34577,ATN/OC-19938-CR,SCL/SPL,TRACK,Financial,Last Disbursement / Plazo último desembolso,,,14-Apr-25,14-Dec-26,,201
SCL,SCL/SPL,CR-T1295,Support for the implementation of strategic actions of the National Care System,TCP,,,DI,"JARA MALES, PATRICIA CAROLINA",700658,Eligibility Condition,36874,ATN/OC-21855-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,14-Aug-25,14-Aug-25,8-Nov-25,8-Nov-25,86,-200
SCL,SCL/SPL,CR-T1296,Support to strengthen labor enforcement in Costa Rica,TCP,,,DI,"SILVA PORTO DIAZ, MARIA TERESA",700123,Eligibility Condition,36740,ATN/OC-21738-CR,SCL/SPL,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,17-Jul-25,17-Jul-25,16-Oct-25,16-Oct-25,91,-223
SCL,SCL/SPL,CR-T1296,Support to strengthen labor enforcement in Costa Rica,TCP,,,DI,"SILVA PORTO DIAZ, MARIA TERESA",700121,Final Disbursement,36740,ATN/OC-21738-CR,SCL/SPL,TRACK,Financial,Final Disbursement Clause.,,,16-Jul-28,16-Jul-28,,781
